SITE|STONE|BIB_REF|PAGES|ILLUSTRATI|PHOTO|MAP|DRAWING|VALUE
LDYSI|3|Nash-Williams/1950|188||no|no|no|cdisc
LDYSI|3|RCHAMW/1925|160||no|no|no|list
LDYSL|1|Huebner/1876|41||no|no|yes|cdisc
LDYSL|1|Macalister/1922|213||no|no|no|cdisc
LDYSL|1|Macalister/1945|335||no|no|yes|cdisc
LDYSL|1|Nash-Williams/1950|100, Fig. 96||no|no|yes|cdisc
LDYSL|1|Rhys/1873|4||no|no|no|minor
LDYSL|1|Thomas/WG/1994|412, Plate XIV||no|no|no|cdisc
LDYSL|1|Westwood/1879|134||no|no|yes|cdisc
LEGAN|1|Macalister/1945|38--39||no|no|yes|cdisc
LEMAN|1|Macalister/1949|77||no|no|no|minor
LEMAN|1|Petrie/1872|60, Fig. 129||no|no|yes|cdisc
LEMAN|2|Macalister/1945|77||no|no|no|minor
LEMAN|2|Macalister/1949|77||no|no|no|
LEMAN|3|Macalister/1949|78, Plate VIII||no|no|yes|minor
LETER|1|Macalister/1945|232||no|no|yes|cdisc
LETER|1|O'Sullivan/Sheehan/1996|244--245||yes|no|no|cdisc
LETWE|1|Macalister/1945|233||no|no|yes|cdisc
LETWE|1|O'Sullivan/Sheehan/1996|305||yes|no|yes|cdisc
LFAEL|1|Edwards/1986| 23|no|no|no|no|other
LFAEL|1|Miller/1979|6, 8|no|no|no|no|minor
LFAEL|1|Nash-Williams/1950|55|yes|no|no|yes|read
LFAEL|1|RCAHMW/1937|civ|yes|no|no|yes|illus
LFAEL|1|Skinner/1802|42||no|no|yes|inc
LFAEL|1|Williams/1945|24|no|no|no|no|other
LFAEL|2|Edwards/1986|23|no|no|no|no|other
LFAEL|2|Macalister/1945|306-307|yes|no|no|yes|sdisc
LFAEL|2|Nash-Williams/1950|55, fig. 17|yes|no|no|yes|sdisc
LFAEL|2|RCAHMW/1937|civ-cv|yes|no|no|yes|minor
LFAEL|2|Rhys/1879|363|inc|inc|inc|inc|cdisc
LFAEL|2|Westwood/1879|192, plate 86, fig. 6|yes|no|no|yes|illus
LFAEL|2|Williams/1980|19-20|no|no|no|no|sdisc
LFAEL|2|Wilson/1982-83|385|inc|inc|inc|inc|minor
LFGLN|1|Anon/1877|337||no|no|no|minor
LFGLN|1|Hubner/1876|51||no|no|yes|minor
LFGLN|1|Macalister/1945|364--365||no|no|yes|cdisc
LFGLN|1|Nash-Williams/1950|88, Plate VIII, Fig. 74||yes|no|yes|cdisc
LFGLN|1|RCAHMW/1960|200, pl. 6||yes|no|no|cdisc
LFGLN|1|Rhys/1873|10||no|no|no|minor
LFGLN|1|Rhys/1905|58||no|no|no|cdisc
LFGLN|1|Westwood/1855|8||no|no|yes|cdisc
LFIC1|1|Hubner/1876|15||no|no|yes|list
LFIC1|1|Macalister/1945|322||no|no|yes|cdisc
LFIC1|1|Nash-Williams/1950|74, Plate VII, Fig. 46||yes|no|yes|cdisc
LFIC1|1|Rhys/1905|49||no|no|no|minor
LFIC1|1|Westwood/1871|261--62||no|no|yes|sdisc
LFIC1|1|Westwood/1876|55--56, Plate XXXII, Fig.4||no|no|yes|sdisc
LFIHA|1|Camden/Gough/1806|510|inc|no|no|inc|cdisc
LFIHA|1|Macalister/1945|352-353|yes|no|no|yes|cdisc
LFIHA|1|Nash-Williams/1950|115, Plate XI|Plate XI|yes|no|no|cdisc
LFIHA|1|Westwood/1871|258--259|Fig. 3|no|no|yes|cdisc
LFIHA|1|Westwood/1879|87--88|Plate XLV fig 5|no|no|yes|cdisc
LFRN1|1|Macalister/1945|417||no|no|no|cdisc
LFRN1|1|Nash-Williams/1950|188||no|no|no|cdisc
LFRN1|1|RCHAMW/1925|167||no|no|no|cdisc
LFRN2|1|Macalister/1922b|23||no|no|no|minor
LFRN2|1|Macalister/1928|294||yes|no|no|illus
LFRN2|1|Macalister/1945|417--419||yes|no|yes|cdisc
LFRN2|1|Nash-Williams/1950|188, Plate I||yes|no|no|cdisc
LFRN2|1|RCHAMW/1925|167--168||yes|no|no|other
LFRN2|1|Rhys/1910|329--330||no|no|no|cdisc
LFRN2|1|Rhys/1913|383--385||no|no|no|cdisc
LFRYN|1|Hubner/1876|17||no|no|no|list
LFRYN|1|Macalister/1922|207||no|no|no|other
LFRYN|1|Macalister/1949|136||no|no|no|cdisc
LFRYN|1|Nash-Williams/1950|74||no|no|no|cdisc
LFRYN|1|Westwood/1876|69--70||no|no|yes|
LGADW|1|Alcock/1989||Plate 27b|yes|no|no|illus
LGADW|1|Davies/1982|92|yes|no|no|yes|illus
LGADW|1|Hughes/1924|49-53|fig. 78|no|no|yes|sdisc
LGADW|1|Jones/1846b|165-168|yes|no|no|yes|sdisc
LGADW|1|Macalister/1949|129|Plate XLIX|no|no|yes|sdisc
LGADW|1|Nash-Williams/1950|55-57|Plate 21, and fig 21|yes|no|yes|sdisc
LGADW|1|RCAHMW/1937|cviii|plate 19|yes|no|yes|sdisc
LGADW|1|Redknap/1991|53||yes|no|no|illus
LGADW|1|Westwood/1879|190--191|plate 85, fig. 4|no|no|yes|illus
LGELR|1|Macalister/1936|152|yes|yes|no|yes|sdisc
LGELR|1|Macalister/1945|354--356|yes|no|no|yes|sdisc
LGELR|1|Nash-Williams/1936|80|no|no|no|no|list
LGELR|1|Nash-Williams/1950|116, Plate III, Fig. 122|Plate 3, fig 122|yes|no|yes|cdisc
LGELR|1|Rhys/1907a|293--310|yes|no|no|yes|sdisc
LGFNI|1|Jones/1847b|42-43|yes|no|no|yes|sdisc
LGFNI|1|Macalister/1945|307--308|yes|no|no|yes|sdisc
LGFNI|1|Nash-Williams/1950|59|Plate II, no. 26|yes|no|yes|sdisc
LGFNI|1|RCAHMW/1937|cvi--cvii|yes|no|no|yes|sdisc
LGFNI|1|Westwood/1856|144--146|yes|no|no|yes|sdisc
LGFNI|1|Westwood/1879|189|plate 85, fig 2|no|no|yes|illus
LGFNI|2|Macalister/1945|308|no|no|no|no|cdisc
LGFNI|2|Nash-Williams/1950|59, fig. 18.|yes|no|no|yes|sdisc
LGIAN|1|Huebner/1876|50||no|no|yes|cdisc
LGIAN|1|Jones/Westwood/1848|105--106||no|no|yes|cdisc
LGIAN|1|Macalister/1945|364||no|no|no|cdisc
LGIAN|1|Nash-Williams/1950|88--90||no|no|no|cdisc
LGIAN|1|RCAHMW/1964|64, pl. 7||yes|no|no|cdisc
LGIAN|1|Westwood/1876|178--179, Plate 79||no|no|yes|cdisc
LGLEB|1|Macalister/1949|70, Plate XVI||no|no|yes|cdisc
LGORS|1|Macalister/1922|202||no|no|no|cdisc
LGORS|1|Macalister/1945|323||no|no|yes|cdisc
LGORS|1|Nash-Williams/1950|76||yes|no|yes|cdisc
LGORS|2|Hubner/1876|16||no|no|no|list
LGORS|2|Macalister/1949|136||no|no|yes|cdisc
LGORS|2|Nash-Williams/1950|76||yes|no|no|cdisc
LGORS|2|Westwood/1876|60--61||no|no|yes|cdisc
LGWYR|1|Fox/etal/1943|205--209||yes|yes|no|cdisc
LGWYR|1|Macalister/1945|337--338||no|no|no|cdisc
LGWYR|1|Nash-Williams/1950|100, Plate IX, Fig. 97||yes|no|yes|cdisc
LGYFL|1|Anon/1920|361||no|no|yes|cdisc
LGYFL|1|Macalister/1949|155, pl. L||no|no|yes|cdisc
LGYFL|1|Nash-Williams/1950|137, pl. LI||yes|no|no|cdisc
LGYFL|1|RCHAMW/1973|42, pl. 5||yes|no|no|cdisc
LHADN|1|Macalister/1945|458--459|drawing|no|no|yes|cdisc
LHADN|1|Okasha/1993|129--131|photo/draw|yes|no|yes|sdisc
LHADN|2|Okasha/1993|129--131|none|no|no|no|sdisc
LHAML|1|Hubner/1876|16||no|no|yes|list
LHAML|1|Macalister/1949|136--137||no|no|yes|cdisc
LHAML|1|Nash-Williams/1950|76--77||yes|no|no|cdisc
LHAML|1|Rhys/1873|9||no|no|no|minor
LHAML|1|Rhys/1905|71||no|no|no|list
LHAML|1|Westwood/1876|68--69||no|no|yes|cdisc
LHANE|1|Power/etal/1997|169||no|no|no|cdisc
LHANE|2|Power/etal/1997|169||no|no|no|cdisc
LHERN|1|Langdon/1896|357--359|drawing|no|no|yes|sdisc
LHERN|1|Macalister/1949|178|none|no|no|no|minor
LHERN|1|Okasha/1993|133--135|photo|yes|no|no|other
LILTE|1|Anon/1901|64--65||no|no|yes|minor
LILTE|1|Anon/1913|113||no|no|no|minor
LILTE|1|Lewis/1924|219||no|no|no|other
LILTE|1|Macalister/1928|293||no|no|yes|illus
LILTE|1|Macalister/1949|165, Plate LII||no|no|yes|cdisc
LILTE|1|Nash-Williams/1950|138, pl. XII||yes|no|no|cdisc
LILTE|1|RCHAMW/1976|38, pl. 1||yes|no|no|cdisc
LILTE|1|Rhys/1918|185||no|no|no|minor
LILTE|1|Westwood/1871|260||no|no|yes|cdisc
LILTE|1|Westwood/1879|7||no|no|no|cdisc
LISMR|1|Macalister/1949|108, Plate XLIV||no|no|yes|cdisc
LISMR|2|Macalister/1949|108, Plate XLIV||no|no|yes|cdisc
LISMR|3|Macalister/1949|108, Plate XLIV||no|no|yes|cdisc
LISMR|4|Macalister/1949|108, pl. XLIV||no|no|yes|cdisc
LISMR|5|Macalister/1949|108||no|no|yes|cdisc
LISMR|6|Macalister/1949|109||no|no|no|cdisc
LIVET|1|Macalister/1945|442|drawing|no|no|yes|sdisc
LIVET|1|Okasha/1993|138--139|photo|yes|no|no|sdisc
LIVET|1|Thomas/1994|265, 294--295|drawing|no|no|yes|sdisc
LLLEO|1|Lhwyd/1910|94||no|no|yes|other
LLLEO|1|Macalister/1949|138||no|no|yes|cdisc
LLLEO|1|Nash-Williams/1950|77,Plate XXI||yes|no|yes|cdisc
LLLWY|1|Evans/1917|164|no|no|no|no|other
LLLWY|1|Macalister/1949|143, Plate LI|Plate LI|yes|no|yes|cdisc
LLLWY|1|Nash-Williams/1950|116, Plate XVII|Plate XXIX|yes|no|no|cdisc
LLLWY|1|Stephney-Gulston/1908|235--236|yes|no|no|yes|sdisc
LLLYR|1|Handley/1999b|inc||no|no|yes|sdisc
LLLYR|1|Huebner/1876|43||no|no|yes|list
LLLYR|1|Macalister/1949|140, Plate LIII||no|no|yes|cdisc
LLLYR|1|Nash-Williams/1950|100, Plate XVI, Fig. 98||yes|no|yes|cdisc
LLLYR|1|Rhys/1873|5||no|no|no|cdisc
LLLYR|1|Rhys/1896|120||yes|yes|yes|sdisc
LLLYR|1|Westwood/1863|258--259||no|no|yes|cdisc
LLLYR|1|Westwood/1879|134--135||no|no|yes|cdisc
LLNDG|1|Lhwyd/1910|96||no|no|no|other
LLNDG|1|Macalister/1945|392--93||no|no|no|cdisc
LLNDG|1|Nash-Williams/1950|278||no|no|no|cdisc
LLNDG|2|Drinkwater/1893|188--189||no|no|no|cdisc
LLNFR|1|Huebner/1876|46||no|no|no|list
LLNFR|1|Lhwyd/1910|61||no|no|yes|other
LLNFR|1|Macalister/1945|394||no|no|yes|cdisc
LLNFR|1|Nash-Williams/1950|170||yes|no|yes|cdisc
LLNFR|1|Rhys/1873|11||no|no|no|list
LLNFR|1|Vaughan/1850|204||no|no|no|other
LLNFR|1|Westwood/1876|163||no|no|no|cdisc
LLNR1|1|Camden/Gough/1806|vol iii, 186||no|no|no|other
LLNR1|1|JonesParry/1847|202||no|no|no|cdisc
LLNR1|1|Macalister/1945|366||no|no|no|list
LLNR1|1|Nash-Williams/1950|94||no|no|no|list
LLNR1|1|Pennant/1773|vol ii, 202||no|no|no|minor
LLNR1|1|Westwood/1876|183||no|no|no|cdisc
LLNR2|1|Anon/1877|329||no|no|no|other
LLNR2|1|Macalister/1945|366--367||no|no|yes|cdisc
LLNR2|1|Nash-Williams/1950|90, Fig. 77, Pl. VIII||yes|no|yes|cdisc
LLNR2|1|RCAHMW/1964|82||no|no|no|cdisc
LLNR2|1|Rhys/1905|84||no|no|no|minor
LLNR3|1|Anon/1859|234||no|no|no|other
LLNR3|1|Anon/1876|313||no|no|no|other
LLNR3|1|Breese/1877|72||no|no|no|other
LLNR3|1|Breese/1925|385--387||no|no|no|cdisc
LLNR3|1|Hubner/1876|49||no|no|yes|cdisc
LLNR3|1|Macalister/1945|366--368||no|no|yes|cdisc
LLNR3|1|Nash-Williams/1950|90, Plate VIII||yes|no|no|cdisc
LLNR3|1|Parry/Westwood/1847|201--202||no|no|yes|cdisc
LLNR3|1|RCAHMW/1964|82||no|no|no|cdisc
LLNR3|1|Westwood/1879|180--181, Plate LXXVIII||no|no|yes|cdisc
LLNR3|2|Anon/1859|234||no|no|no|other
LLNR3|2|Anon/1876|313||no|no|no|other
LLNR3|2|Breese/1877|72||no|no|no|other
LLNR3|2|Breese/1925|385--387||no|no|no|cdisc
LLNR3|2|Hubner/1876|49||no|no|yes|cdisc
LLNR3|2|Macalister/1945|366--368||no|no|yes|cdisc
LLNR3|2|Nash-Williams/1950|90, Plate VIII||yes|no|no|cdisc
LLNR3|2|Parry/Westwood/1847|201--202||no|no|yes|cdisc
LLNR3|2|RCAHMW/1964|82||no|no|no|cdisc
LLNR3|2|Westwood/1879|180, Plate LXXVIII||no|no|yes|cdisc
LMADC|1|Macalister/1945|382||no|no|yes|cdisc
LMADC|1|Nash-Williams/1950|138, pl. XII||yes|no|no|cdisc
LMADC|1|RCHAMW/1976|36--37, pl. 1||yes|no|no|cdisc
LMADC|1|Rhys/1895|180||no|no|no|cdisc
LMADC|1|Westwood/1879|49--50, pl. XXXI||no|no|yes|cdisc
LMNGH|1|Macalister/1945|221--222||no|no|yes|cdisc
LNFYL|1|Anon/1915a|440--442||yes|no|no|other
LNFYL|1|Anon/1932|457--458||no|no|no|other
LNFYL|1|Hubner/1876|43||no|no|yes|list
LNFYL|1|Macalister/1922|214||no|no|no|cdisc
LNFYL|1|Macalister/1945|398||no|no|yes|cdisc
LNFYL|1|Nash-Williams/1950|178||yes|no|yes|cdisc
LNFYL|1|RCAHMW/1911|80||no|no|no|list
LNFYL|1|Rhys/1873|11||no|no|no|minor
LNFYL|1|Rhys/1874b|333||no|no|no|minor
LNFYL|1|Rhys/1905|89--90||no|no|no|cdisc
LNFYL|1|Westwood/1876|153||no|no|yes|cdisc
LNGAN|1|Macalister/1945|353--354||no|no|yes|cdisc
LNGAN|1|Nash-Williams/1950|190, Plate XIV||yes|no|no|cdisc
LNRDN|1|RCHAMW/1973|39||no|no|yes|cdisc
LOHED|1|Forsyth/1996|374--384||yes|yes|yes|sdisc
LONAW|1|Forsyth/1996|519--525||yes|no|yes|sdisc
LOUGH|1|Brash/1869|167||no|no|no|minor
LOUGH|1|Huebner/1876|28||no|no|yes|list
LOUGH|1|Jones/1869|261--262, plate facing p. 344||no|no|yes|cdisc
LOUGH|1|Macalister/1945|381||no|no|yes|cdisc
LOUGH|1|Nash-Williams/1950|144--146, pl. 1||yes|no|no|cdisc
LOUGH|1|RCHAMW/1976|37, pl. 2||yes|no|no|cdisc
LOUGH|1|Rhys/1873|7--8||no|no|no|minor
LOUGH|1|Rhys/1895|182||no|no|no|minor
LOUGH|1|Westwood/1879|39, pl. XXVI, fig. 3||no|no|yes|cdisc
LPHIN|1|Forsyth/1996|390--393||yes|inc|yes|sdisc
LSADW|1|Huebner/1876|53|yes|no|no|yes|read
LSADW|1|Jones/1847|260|yes|no|no|yes|illus
LSADW|1|Macalister/1945|310|yes|no|no|yes|sdisc
LSADW|1|Nash-Williams/1938|33-35|yes|yes|no|no|sdisc
LSADW|1|Nash-Williams/1950|61-63, plate VII|yes|yes|no|yes|sdisc
LSADW|1|Owen/1896|139|no|no|no|no|sdisc
LSADW|1|Westwood/1879|188, plate 85, fig 1.|yes|no|no|yes|sdisc
LSADY|1|Anon/1919|vi|no|no|no|no|cdisc
LSADY|1|Anon/1920|190--192|no|no|no|no|sdisc
LSADY|1|Anon/1921|28--29|no|no|no|no|list
LSADY|1|Macalister/1945|357--358|yes|no|no|yes|cdisc
LSADY|1|Nash-Williams/1950|116--118, Fig. 124|fig. 124|no|no|yes|cdisc
LTING|1|Forsyth/1996|403--419||yes|no|yes|sdisc
LTRIS|1|Huebner/1876|53|yes|no|no|yes|illus
LTRIS|1|Macalister/1945|310--311|no|no|no|no|minor
LTRIS|1|Nash-Williams/1950|65|no|no|no|no|read
LTRIS|1|Westwood/1879|192, plate 86, fig 5.|yes|no|no|yes|sdisc
LTRIS|1|Williams/1980|24|no|no|no|no|read
LTWIT|1|Anon/1928|407--408||yes|no|no|illus
LTWIT|1|Halliday/1900|148, fig. 17||yes|no|no|cdisc
LTWIT|1|Huebner/1876|24||no|no|no|list
LTWIT|1|Macalister/1928|313||no|no|no|minor
LTWIT|1|Macalister/1949|155--156, pl. LV||no|no|yes|cdisc
LTWIT|1|Nash-Williams/1950|140, Fig. 151, Plate XXXVII||yes|no|yes|cdisc
LTWIT|1|RCHAMW/1976|49--50, pls.10, 12||yes|no|no|cdisc
LTWIT|1|Rhys/1873|9||no|no|no|minor
LTWIT|1|Rhys/1905|29||no|no|no|cdisc
LTWIT|1|RomillyAllen/1889|118--126||no|no|yes|sdisc
LTWIT|1|RomillyAllen/1893|328||no|no|no|cdisc
LTWIT|1|Westwood/1879|11--12, pls. V--VI||no|no|yes|cdisc
LTWIT|2|Anon/1913|90||no|no|yes|minor
LTWIT|2|Anon/1928|406||yes|no|no|minor
LTWIT|2|Halliday/1900|148||yes|no|no|minor
LTWIT|2|Halliday/1903|56--64||yes|yes|yes|sdisc
LTWIT|2|Huebner/1876|22--23||no|no|no|list
LTWIT|2|Macalister/1949|156--157, pl. LVI||no|no|yes|cdisc
LTWIT|2|Nash-Williams/1950|142, Fig. 155, Plate XL||yes|no|yes|sdisc
LTWIT|2|RCHAMW/1976|50--51, pls. 11, 12||yes|no|no|cdisc
LTWIT|2|Rhys/1873|9||no|no|no|minor
LTWIT|2|Rhys/1899|151||no|no|yes|minor
LTWIT|2|Rhys/1905|48||no|no|no|minor
LTWIT|2|RomillyAllen/1889|118--126||no|no|yes|sdisc
LTWIT|2|Westwood/1879|9--11, pls. 3--4||no|no|yes|cdisc
LTWIT|3|Anon/1913|92||no|no|yes|illus
LTWIT|3|Anon/1928|405--406||no|no|no|minor
LTWIT|3|Halliday/1900|148, fig. 14||yes|no|no|minor
LTWIT|3|Huebner/1876|24||no|no|yes|list
LTWIT|3|Macalister/1949|156, LVI||no|no|yes|cdisc
LTWIT|3|Nash-Williams/1950|144. pls. XLVII, fig. 156||yes|no|yes|cdisc
LTWIT|3|RCHAMW/1976|58--59, pl. 23||yes|no|no|cdisc
LTWIT|3|Rhys/1873|9||no|no|no|minor
LTWIT|3|RomillyAllen/1889|118--126||no|no|yes|sdisc
LTWIT|3|RomillyAllen/1893|328--330||no|no|yes|sdisc
LTWIT|3|Westwood/1879|12--14, pl. VII||no|no|yes|cdisc
LTYSL|1|Anon/1894|220--223||no|no|yes|cdisc
LTYSL|1|Davies/1982|110--111||yes|no|no|illus
LTYSL|1|Macalister/1928|304, Fig. 8||no|no|yes|illus
LTYSL|1|Macalister/1949|145--149, Plate LIV||no|no|yes|sdisc
LTYSL|1|Nash-Williams/1950|123--125, Plates XXXV-XXXVI||yes|no|no|sdisc
LTYSL|1|Redknap/1991|8, 10||yes|no|yes|cdisc
LTYSL|1|Sayce/1909|43||no|no|no|cdisc
LTYSL|1|Westwood/1979|199--201, Plate 86, Fig. 1||no|no|yes|cdisc
LUGUL|1|Cuppage/etal/1986|255--56||yes|yes|no|cdisc
LUGUL|1|Macalister/1945|183||no|no|no|cdisc
LUGUL|2|Cuppage/etal/1986|255||no|yes|no|cdisc
LUGUL|2|Macalister/1945|184||no|no|no|cdisc
LUNDY|1|Okasha/1993|154--56|photo|yes|no|no|sdisc
LUNDY|1|Thomas/1994|163, 165, 288|none|no|no|no|minor
LUNDY|2|Okasha/1993|158--159|photo|yes|no|no|cdisc
LUNDY|2|Thomas/1969|139||yes|no|no|cdisc
LUNDY|2|Thomas/1994|163, 165--66, 288|drawing|no|no|yes|cdisc
LUNDY|3|Okasha/1993|161--62|photo|yes|no|no|cdisc
LUNDY|3|Thomas/1994|163, 165--66, 288|drawing|no|no|yes|sdisc
LUNDY|4|Okasha/1993|164--65|photo|yes|no|no|sdisc
LUNDY|4|Thomas/1994|163, 165--66|drawing|no|no|yes|sdisc
LUSTL|1|Macalister/1945|469--70||no|no|yes|cdisc
LUSTL|1|Okasha/1993|167--68, Fig. II.29||yes|no|no|cdisc
LUSTL|1|Swanton/Pearce/1982|139--140||no|no|no|sdisc
LUSTL|1|Thomas/1994|281||no|no|no|minor
LUWCH|1|Macalister/1945|395||no|no|no|cdisc
LUWCH|1|Nash-Williams/1950|170||no|no|no|cdisc
LUWCH|1|Rhys/1873|11||no|no|no|minor
LUWCH|1|Vaughan/1850|204||no|no|no|cdisc
LUWCH|1|Westwood/1876|168||no|no|no|cdisc
LVEYN|1|Macalister/1949|189||no|no|no|minor
LVEYN|1|Nash-Williams/1950|221||no|no|no|cdisc
LVEYN|1|RomillyAllen/1902|239 and plate||yes|no|no|cdisc
LVEYN|2|Lhwyd/1910|92||no|no|yes|illus
LVEYN|2|Macalister/1945|475||no|no|no|cdisc
LWNCC|1|Thomas/1994|330||no|no|no|list
LWNCK|1|Langdon/Allen/1895|51, 53, fig. 1|drawing|no|no|no|other
LWNCK|1|Macalister/1945|443|drawing|no|no|yes|other
LWNCK|1|Okasha/1993|146--47|photograph|yes|no|no|sdisc
LWNCK|1|Thomas/1994|262--63|drawing|no|no|yes|sdisc
LWNCK|2|Langdon/Allen/1895|51, 53, fig. 2|drawing|no|no|no|other
LWNCK|2|Macalister/1945|444|none|no|no|no|other
LWNCK|2|Okasha/1993|150--151|photograph|yes|no|no|sdisc
LWNCK|2|Thomas/1994|262--263|drawing|no|no|yes|sdisc
LWNIO|1|Anon/1919c|2b|yes|no|no|yes|cdisc
LWNIO|1|Francis/1867|446|yes|no|no|yes|cdisc
LWNIO|1|Francis/1877|74-75|no|no|no|no|cdisc
LWNIO|1|Huebner/1876|31||no|no|yes|illus
LWNIO|1|Macalister/1945|359--360||no|no|yes|sdisc
LWNIO|1|Nash-Williams/1950|118, Plate. III, Fig. 126||yes|no|yes|cdisc
LWNIO|1|Rhys/1876|245--246|no|no|no|no|other
LWNIO|1|Westwood/1879|91--92, Plate 47, fig 2||no|no|yes|cdisc
LWNNW|1|Anon/1897|156--158||no|no|yes|cdisc
LWNNW|1|Huebner/1876|42||no|no|yes|list
LWNNW|1|Macalister/1949|141, Plate LII||no|no|yes|cdisc
LWNNW|1|Nash-Williams/1950|100--102, Plate XVI, Fig. 99||yes|no|yes|cdisc
LWNNW|1|Rhys/1873|4||no|no|no|minor
LWNNW|1|Westwood/1879|144--145||no|no|yes|cdisc
LYCHR|1|Macalister/1945|421||no|no|no|cdisc
LYCHR|1|Nash-Williams/1950|191, Fig. 213||no|no|yes|cdisc
LYCHR|1|RCHAMW/1925|198||no|no|yes|cdisc
LYMWD|1|Owen/1896|136||no|no|yes|other
LYNTN|1|Chanter/1913|270--275||yes|no|no|sdisc
LYNTN|1|Okasha/1993|171--172, Fig. II.30||yes|no|no|cdisc
LYNTN|1|Thomas/1994|288--289, Fig. 17.11||no|no|yes|illus
MADR1|1|Macalister/1945|445--446||no|no|no|cdisc
MADR1|1|Okasha/1993|174--176||yes|no|no|cdisc
MADR1|1|Thomas/1994|286, 297, Fig. 17.5 p. 283||no|no|yes|cdisc
MADR2|1|Macalister/1949|179, pl. LXIII||no|no|yes|cdisc
MADR2|1|Okasha/1993|179--180||yes|no|no|cdisc
MADR2|1|Thomas/1994|290--91, Fig. 17.13||no|no|yes|cdisc
MADR2|2|Macalister/1949|179--180, Plate LXIII||no|no|yes|cdisc
MADR2|2|Okasha/1993|182--184||no|no|yes|cdisc
MADR2|2|Thomas/1994|330||no|no|no|minor
MAINS|1|Forsyth/1998|61, note 89||no|no|no|minor
MANGE|1|Macalister/1945|217||no|no|no|cdisc
MARG1|1|Fox/Fox/1934|Figs. 2 & 4||yes|yes|no|other
MARG1|1|Huebner/1876|26||no|no|yes|list
MARG1|1|Macalister/1945|384--385||no|no|yes|cdisc
MARG1|1|Nash-Williams/1950|146, pl. XII||yes|no|no|cdisc
MARG1|1|RCHAMW/1976|37, pl. 1, fig 6, m||yes|no|yes|cdisc
MARG1|1|Rhys/1873|8||no|no|no|cdisc
MARG1|1|Rhys/1905|79||no|no|no|minor
MARG1|1|Rhys/1918|186||no|no|no|minor
MARG1|1|Westwood/1879|22--23. pl. 13, 2||no|no|yes|cdisc
MARG2|1|Huebner/1876|26||no|no|no|list
MARG2|1|Macalister/1928|395||no|no|no|minor
MARG2|1|Macalister/1949|157, Plate LVII||no|no|yes|cdisc
MARG2|1|Nash-Williams/1950|146--148, pl. XXXVII, figs 160||yes|no|yes|cdisc
MARG2|1|RCHAMW/1976|48, pls. 7, 12||yes|no|no|cdisc
MARG2|1|Redknap/1991|72||no|no|yes|illus
MARG2|1|Rhys/1873|8||no|no|no|other
MARG2|1|Rhys/1899|139||no|no|no|minor
MARG2|1|Ward/1894|250||no|no|no|minor
MARG2|1|Westwood/1879|28--29, pl. XVII||no|no|yes|cdisc
MARG2|2|Huebner/1876|26||no|no|no|list
MARG2|2|Macalister/1949|157, pl. LVII||no|no|yes|cdisc
MARG2|2|Nash-Williams/1950|148, pl. XLVIII||yes|no|no|cdisc
MARG2|2|RCHAMW/1976|49, pl. 12||yes|no|no|cdisc
MARG2|2|Rhys/1873|8||no|no|no|minor
MARG2|2|Rhys/1899|141||no|no|no|minor
MARG2|2|Westwood/1879|25, pl. 14, 2||no|no|yes|cdisc
MARG2|3|Anon/1928|392--393||yes|no|no|minor
MARG2|3|Huebner/1876|26||no|no|no|list
MARG2|3|Macalister/1949|158--159||yes|no|no|cdisc
MARG2|3|Nash-Williams/1950|148--152, pl. XXXVIII, figs 164--6||yes|no|yes|sdisc
MARG2|3|RCHAMW/1976|46--48, pls. 8--9||yes|no|no|sdisc
MARG2|3|Redknap/1991|68, and cover||yes|no|no|cdisc
MARG2|3|Rhys/1899|140||no|no|no|minor
MARG2|3|Ward/1894|250--253||yes|no|no|sdisc
MARG2|3|Westwood/1879|27--28, pl. XV||no|no|yes|sdisc
MARG3|1|Anon/1928|395, fig. 11||yes|no|no|illus
MARG3|1|Macalister/1949|159--160, pl. LVII||no|no|yes|cdisc
MARG3|1|Nash-Williams/1950|152, pl. LVII||yes|no|no|cdisc
MARG3|1|RCHAMW/1976|53, pl. 16||yes|no|no|cdisc
MARG3|1|Rhys/1899|136||no|no|no|cdisc
MARG3|1|Westwood/1879|29, pl. XVII||no|no|yes|cdisc
MARG3|2|Anon/1928|395, Fig. 11||yes|no|no|illus
MARG3|2|Huebner/1876|27||no|no|no|list
MARG3|2|Macalister/1949|160, pl. LVII||no|no|yes|cdisc
MARG3|2|Nash-Williams/1950|152--154, pl. LVII||yes|no|no|cdisc
MARG3|2|RCHAMW/1976|53, pl. 17||yes|no|no|cdisc
MARG3|2|Rhys/1899|138||no|no|no|minor
MARG3|2|Rhys/1905|35||no|no|no|minor
MARG3|2|Westwood/1879|30, pl. XVIII||no|no|yes|cdisc
MARLY|1|Macalister/1949|31, Plate VII||no|no|yes|cdisc
MAUGH|1|Kermode/1907|109, plate IX|yes|no|no|yes|cdisc
MAUGH|1|Kermode/Herdman/1914|94|yes|no|no|yes|illus
MAUGH|2|Cubbon/1982|277|no|no|no|no|minor
MAUGH|2|Kermode/1907|72-74, 100-01, 213-214|yes|yes|no|yes|sdisc
MAUGH|2|Kermode/1910-1911|347-348|yes|no|no|yes|sdisc
MAUGH|2|Macalister/1945|483|yes|no|no|yes|minor
MAUGH|2|McManus/1991|130|no|no|no|no|sdisc
MAUGH|2|Megaw/1950|173||no|no|no|other
