-9.316944	53.485556	1
-7.870556	53.816389	1
-8.805000	53.781667	1
-8.765556	53.773611	1
-8.665278	53.896111	1
-8.709444	53.728611	1
-9.083889	54.074444	1
-9.870000	53.746389	1
-9.330833	54.260278	1
-9.248056	54.248611	1
-8.362222	53.840000	1
-8.297778	53.807500	2
-6.956389	52.631667	1
-6.573611	52.826389	1
-6.716667	52.781944	1
-6.727222	52.848056	1
-6.152500	53.419722	1
-6.756389	53.031111	7
-6.551111	53.375278	1
-7.524444	52.760000	1
-7.150556	52.651389	1
-7.172222	52.617778	2
-7.036389	52.518889	1
-7.066111	52.632500	1
-6.958056	52.542500	1
-7.158611	52.538611	1
-7.121389	52.577500	1
-7.360833	52.443889	2
-7.231111	52.471944	1
-6.476667	53.845000	1
-6.559167	53.673333	1
-6.960000	53.735833	1
-6.720556	52.250556	1
-6.617700	52.117300	1
-6.427500	52.215278	1
-6.530278	52.543611	1
-6.887778	52.161389	1
-6.063611	52.909167	1
-6.617778	53.016944	1
-6.624444	52.966389	1
-6.608889	53.946944	1
-6.535000	52.998056	1
-9.063611	53.022222	1
-8.980700	52.846300	1
-8.447778	52.803333	1
-9.283611	51.733056	1
-8.599444	52.068056	1
-8.601944	52.081111	2
-8.453333	52.010278	2
-8.360556	52.008611	1
-8.452778	51.980833	1
-8.175556	51.969444	2
-8.246111	52.005278	1
-9.935278	51.712222	1
-9.981667	51.628889	1
-9.711944	51.727500	1
-8.846944	51.678889	3
-9.088056	51.770833	1
-8.956111	51.688333	2
-9.185833	51.759444	1
-8.893056	51.645000	1
-9.012500	51.577778	1
-8.539722	51.957778	1
-8.075556	51.977222	2
-8.761667	51.816389	1
-8.071111	52.026944	15
-8.608333	51.838611	6
-8.818333	52.015833	1
-8.823889	51.955833	2
-8.887778	51.940833	1
-8.866111	51.991111	1
-8.810000	51.987500	1
-8.789444	51.985556	1
-8.838889	51.957500	2
-8.794722	51.868056	3
-8.779444	51.974444	4
-8.829444	51.970833	2
-8.784167	51.886667	3
-8.757222	51.946389	1
-8.909167	52.007500	1
-9.026389	51.508611	1
-8.928056	52.066667	1
-9.115000	51.849444	3
-9.228056	51.828333	1
-9.083889	51.926111	1
-9.772778	52.328889	1
-9.724167	52.362778	1
-10.176111	52.129444	3
-10.138056	52.133056	2
-10.063056	52.159167	1
-10.049167	52.143056	1
-10.236944	52.267500	1
-10.382222	52.166667	1
-10.207500	52.140556	1
-10.386111	52.176111	7
-10.031111	52.172500	9
-10.031389	52.155278	2
-10.159444	52.186944	1
-10.037500	52.165833	2
-10.323333	52.160556	1
-10.327500	52.151389	1
-10.029722	52.187500	1
-10.400833	52.155833	1
-10.036389	52.146944	1
-10.159444	52.186944	1
-10.306944	52.125833	1
-9.910278	52.215000	2
-10.458333	52.111944	1
-10.270000	52.140000	1
-10.228056	52.133056	1
-10.270556	52.135278	1
-10.159444	52.186944	1
-10.437222	52.103333	1
-10.126667	52.140833	1
-10.607778	52.044444	1
-10.300556	52.153333	1
-10.333056	52.188333	1
-10.194444	52.120556	2
-10.124722	52.135833	2
-10.023333	52.251944	1
-10.359444	52.144722	1
-10.024444	52.167778	2
-9.990556	52.172500	2
-9.642778	52.061111	7
-9.621667	52.208611	1
-9.665000	51.974444	1
-9.747222	52.071944	8
-9.718889	52.068056	1
-9.703056	52.080556	5
-9.746667	51.910000	1
-10.122222	51.773056	1
-9.786667	51.881111	1
-9.875000	51.858611	1
-9.875000	51.858611	1
-9.525833	51.885278	1
-9.551667	51.847500	1
-9.389167	51.839444	1
-9.413611	51.883333	1
-9.421389	52.566667	1
-10.166667	51.921111	1
-10.176944	51.894167	1
-10.365556	51.912222	2
-10.113611	51.848056	1
-10.029167	52.031111	1
-10.175833	51.913333	1
-10.301944	51.843333	2
-10.220833	51.923333	1
-10.025278	52.013611	1
-10.058889	51.970833	1
-9.673611	52.086111	1
-9.558333	52.077778	2
-9.631667	52.128889	4
-9.733611	52.165556	2
-9.662778	52.147778	1
-9.438889	52.142500	1
-9.687778	52.161944	1
-9.771944	52.165833	1
-9.532500	52.191667	1
-9.581944	52.226667	1
-9.540833	52.233611	1
-9.540833	52.233611	1
-9.757500	52.124722	2
-9.710278	52.268056	1
-8.823889	52.457500	1
-8.377222	52.381944	1
-8.562778	52.328611	1
-8.105278	52.275833	1
-7.758056	52.221667	1
-7.998889	52.199444	1
-7.729167	51.944167	3
-7.848889	52.064444	3
-7.755833	51.988333	1
-7.439167	52.133333	2
-7.468056	52.163056	10
-7.495000	52.155278	1
-7.483333	52.191389	2
-7.544722	52.110278	1
-7.549722	52.090556	5
-7.804444	52.102500	1
-7.600000	52.111389	8
-7.590000	52.160833	1
-7.746944	52.267222	1
-7.226667	52.185000	1
-7.385000	52.311111	1
-7.391111	52.330556	1
-7.379167	52.324167	1
-7.511667	52.326389	1
-7.487778	52.341944	2
-6.183333	54.803056	2
-6.655278	54.307222	1
-6.954444	53.805000	1
-7.209444	53.794444	1
-7.871111	54.608611	1
-7.517500	54.362222	1
-6.744444	55.116667	1
-7.047778	54.699444	1
