SITE|STONE|INSCRIPTIO|BIB_REF|PAGES|ILLUSTRATI|PHOTO|DRAWING|VALUE
RSOLV|1|1|Huebner/1876|27||no|no|list
RSOLV|1|1|Macalister/1949|164, pl. XLIX||no|no|read
RSOLV|1|1|Nash-Williams/1950|165, LVI, fig. 178||yes|yes|cdisc
RSOLV|1|1|RCAHMW/1976|55||yes|no|read
RSOLV|1|1|Rhys/1873|8||no|no|cdisc
RSOLV|1|1|Westwood/1865|66||no|yes|cdisc
RSOLV|1|1|Westwood/1879|27, pl. XIV, 3||no|yes|read
RTHCA|1|1|Gippert/Web|79||yes|no|cdisc
RTHCA|1|1|Macalister/1945|82||no|yes|cdisc
RTHCA|2|1|Macalister/1945|82||no|no|cdisc
RTHDF|1|1|Cuppage/etal/1986|336||yes|yes|cdisc
RTHDF|1|1|Macalister/1945|188--189||no|yes|cdisc
RTHDF|2|1|Cuppage/etal/1986|336||no|no|cdisc
RTHDF|2|1|Macalister/1945|189||no|yes|cdisc
RTHKE|1|1|Macalister/1949|197||no|no|cdisc
RTHKE|1|1|McManus/1991|68||no|no|cdisc
RTHKE|2|1|Macalister/1949|197||no|no|cdisc
RTHKE|2|1|McManus/1991|68||no|no|cdisc
RTHKE|3|1|Macalister/1949|197||no|no|other
RTHKE|3|1|McManus/1991|68||no|no|minor
RTHOD|1|1|Macalister/1945|190||no|yes|cdisc
RTHOD|1|1|McManus/1991|65||no|no|list
RTHOD|2|1|Macalister/1945|191||no|yes|cdisc
RTHOD|2|1|McManus/1991|93--94||no|no|other
RUSHE|1|1|Macalister/1945|7--8||no|yes|cdisc
RUSHN|1|1|Kermode/1907|73-74, 96-98|yes|no|yes|sdisc
RUSHN|1|1|Kermode/1910-1911|437|yes|no|yes|minor
RUSHN|1|1|Kermode/Herdman/1914|92|yes|no|yes|illus
RUSHN|1|1|Macalister/1945|480-482|yes|no|yes|sdisc
RUSHN|1|1|Rhys/1890|134|inc|no|no|cdisc
RUSHN|1|1|Rhys/Browne/1891|39-40|yes|no|no|cdisc
RUSHN|2|1|Byrne/1972|110||no|no|cdisc
RUSHN|2|1|Cubbon/1982|259||no|no|cdisc
RUSHN|2|1|Kermode/1907|98--99||yes|yes|sdisc
RUSHN|2|1|Kneale/1887|163--166||no|no|sdisc
RUSHN|2|1|Macalister/1902|136||no|no|cdisc
RUSHN|2|1|Macalister/1945|482||no|yes|cdisc
RUSHN|2|1|OCroinin/1995|50||no|no|cdisc
RUSHN|2|1|Rhys/1886a|33||no|no|cdisc
RUSHN|2|1|Rhys/1886b|93||no|no|cdisc
SANTN|1|1|Allen/1887|240|no|no|yes|read
SANTN|1|1|Cubbon/1971|5|yes|yes|no|illus
SANTN|1|1|Cubbon/1982|259--260|no|no|no|minor
SANTN|1|1|Cumming/1857|42-43|yes|no|yes|illus
SANTN|1|1|Handley/1999|inc||no|no|other
SANTN|1|1|Huebner/1876|60|yes|no|yes|sdisc
SANTN|1|1|Kermode/1895|205--206|yes|no|yes|sdisc
SANTN|1|1|Kermode/1907|74, 114--115|yes|yes|yes|sdisc
SANTN|1|1|Kermode/1910-1911|348--349|yes|no|yes|sdisc
SANTN|1|1|Macalister/1945|482--483|yes|no|yes|sdisc
SANTN|1|1|Oswald/1823|507|yes|no|no|cdisc
SANTN|1|1|Setoun/1823|498--500|no|no|yes|minor
SBRID|1|1|Edwards/forthcoming|n/a||no|no|cdisc
SBRID|1|1|RCHAMW/1925|319||no|yes|cdisc
SCATT|1|1|Macalister/1949|88||no|no|cdisc
SCATT|1|1|Petrie/1878|26, pl. XVIII, fig. 37||no|yes|cdisc
SCATT|1|2|Macalister/1949|88||no|no|cdisc
SCATT|1|2|Petrie/1878|26, pl. XVIII, fig. 37||yes|no|cdisc
SCETH|1|1|Hubner/1876|17||no|yes|list
SCETH|1|1|Macalister/1922|199||no|no|cdisc
SCETH|1|1|Macalister/1945|324--325||no|yes|cdisc
SCETH|1|1|Nash-Williams/1950|81, Plate VII, Fig. 54||yes|yes|cdisc
SCETH|1|1|Westwood/1876|57||no|yes|cdisc
SCHUD|1|1|Macalister/1945|257||no|yes|cdisc
SCHUD|1|1|McManus/1991|51, 93--94, 112--113||no|no|cdisc
SCLEM|1|1|Huebner/1876|3||no|yes|cdisc
SCLEM|1|1|Macalister/1945|451--452||yes|no|cdisc
SCLEM|1|1|Okasha/1993|224--226||yes|no|cdisc
SCLEM|1|1|Thomas/1994|245, 270, Fig. 15.7, 244, Fig. 17.18, 297||no|yes|cdisc
SCLEM|1|2|Huebner/1876|3||no|yes|cdisc
SCLEM|1|2|Macalister/1945|451--452||no|yes|cdisc
SCLEM|1|2|Okasha/1993|224--226||yes|no|cdisc
SCLEM|1|2|Thomas/1994|245, 270, Fig. 15.7, 244, Fig. 17.18, 297||no|yes|cdisc
SCOLM|1|1|Macalister/1945|454||no|yes|cdisc
SCOLM|1|1|Okasha/1993|231||no|no|cdisc
SCOLM|1|1|Thomas/1994|282--283, Fig. 17.4, right||no|yes|cdisc
SCOLM|1|2|Macalister/1945|453--454||no|yes|cdisc
SCOLM|1|2|Okasha/1993|229--231||no|no|cdisc
SCOLM|1|2|Thomas/1994|282||no|no|cdisc
SCRED|1|1|Langdon/1896|364--365, plate||no|yes|cdisc
SCRED|1|1|Macalister/1949|186, Plate LXII (1059)||no|yes|cdisc
SCRED|1|1|Okasha/1993|252--254||yes|no|cdisc
SCRED|2|1|Langdon/1896|362, plate||no|yes|cdisc
SCRED|2|1|Macalister/1949|186, plate LXII (1058)||no|yes|cdisc
SCRED|2|1|Okasha/1993|255--258||yes|no|cdisc
SCRED|2|1|Thomas/1994|286--287, Fig. 17.9||no|yes|cdisc
SCRED|2|2|Langdon/1896|361||no|yes|cdisc
SCRED|2|2|Okasha/1993|255--258||yes|no|cdisc
SDAV1|1|1|Jackson/1953|168, note 2, 191, 290.||no|no|other
SDAV1|1|1|Macalister/1945|425--426||no|yes|cdisc
SDAV1|1|1|Nash-Williams/1950|205, Fig. 231||no|yes|cdisc
SDAV1|1|1|RCHAMW/1925|322||no|no|list
SDAV1|1|1|Rhys/1896|105--107||no|yes|sdisc
SDAV1|1|1|RomillyAllen/1896|301||no|no|list
SDAV1|1|1|Williams/1896|165||no|no|minor
SDAV2|1|1|Anon/1900|80||no|yes|illus
SDAV2|1|1|Huebner/1876|35||no|yes|list
SDAV2|1|1|Macalister/1949|175||no|yes|list
SDAV2|1|1|Nash-Williams/1950|207, Plate LIII, Fig. 235||yes|yes|cdisc
SDAV2|1|1|RCHAMW/1925|348||yes|no|list
SDAV2|1|1|Rhys/1873|6||no|no|minor
SDAV2|1|1|Rhys/1918|189||no|no|cdisc
SDAV2|1|1|RomillyAllen/1896|304||no|no|list
SDAV2|1|1|Westwood/1856|51||no|no|cdisc
SDAV2|1|1|Westwood/1879|127--128||no|yes|cdisc
SDAV3|1|1|Macalister/1949|174||no|yes|cdisc
SDAV3|1|1|Nash-Williams/1950|208, Plate XLVIII, Fig. 237||yes|yes|cdisc
SDAV3|1|1|RCHAMW/1925|348||yes|no|list
SDAV3|1|1|RomillyAllen/1896|303||no|no|list
SDAV3|1|1|Westwood/1879|131, PLate LXV||no|yes|minor
SDAV3|2|1|Nash-Williams/1950|208--210||yes|no|cdisc
SDAV3|3|1|Anon/1922|444||yes|no|illus
SDAV3|3|1|Macalister/1949|174, Plate LX||no|yes|cdisc
SDAV3|3|1|Nash-Williams/1950|210--211, Plate LVI, Fig. 238||yes|yes|cdisc
SDAV3|3|1|RCHAMW/1925|349||yes|yes|list
SDAV3|3|1|Rhys/1905|42||no|no|minor
SDAV3|3|1|RomillyAllen/1896|303||no|no|list
SDAV3|3|1|Westwood/1892|78--79||no|yes|cdisc
SDAV3|3|2|Anon/1922|444--445||yes|no|minor
SDAV3|3|2|Macalister/1949|174, Plate LX||no|yes|cdisc
SDAV3|3|2|Nash-Williams/1950|211, Plate LVI, Fig. 238||yes|yes|cdisc
SDAV3|3|2|RCHAMW/1925|349||yes|yes|cdisc
SDAV3|3|2|Rhys/1905|42||no|no|cdisc
SDAV3|3|2|RomillyAllen/1896|303||no|no|list
SDAV3|3|2|Westwood/1892|78--79||no|yes|cdisc
SDAV3|4|1|Nash-Williams/1950|211, Plate LVI, Fig. 239||yes|yes|cdisc
SDAV3|4|1|RCHAMW/1925|349||yes|no|list
SDAV4|1|1|Craster/1957|118, Plate XXV||yes|no|cdisc
SDAV4|1|2|Craster/1957|118, Plate XXV||yes|no|cdisc
SDOGM|1|1|Brash/1869|157--159||no|yes|sdisc
SDOGM|1|1|Huebner/1876|37||no|yes|list
SDOGM|1|1|Jones/1860|130--136||no|yes|sdisc
SDOGM|1|1|Macalister/1922|213||no|no|other
SDOGM|1|1|Macalister/1922b|23||no|no|other
SDOGM|1|1|Macalister/1928|288||no|no|minor
SDOGM|1|1|Macalister/1945|426--427||no|yes|cdisc
SDOGM|1|1|Nash-Williams/1950|211--213||yes|yes|cdisc
SDOGM|1|1|RCHAMW/1925|358||yes|no|list
SDOGM|1|1|Rhys/1873|5||no|no|minor
SDOGM|1|1|Rhys/1873a|77||no|no|other
SDOGM|1|1|Rhys/1918|187||no|no|cdisc
SDOGM|1|1|RomillyAllen/1896|299||no|no|list
SDOGM|1|1|Thomas/1994|75||no|no|cdisc
SDOGM|1|1|Westwood/1879|215--217||no|yes|cdisc
SDOGM|1|1|Williams/1860|244--245||no|no|other
SDOGM|1|2|Brash/1869|157--159||no|yes|other
SDOGM|1|2|Huebner/1876|37||no|yes|cdisc
SDOGM|1|2|Jones/1860|130--136||no|yes|sdisc
SDOGM|1|2|Macalister/1922|288||no|no|minor
SDOGM|1|2|Macalister/1945|426--427||no|yes|cdisc
SDOGM|1|2|Nash-Williams/1950|211--213||yes|yes|cdisc
SDOGM|1|2|RCHAMW/1925|358||yes|no|list
SDOGM|1|2|Rhys/1873|5||no|no|minor
SDOGM|1|2|RomillyAllen/1896|299||no|no|list
SDOGM|1|2|Thomas/1994|75||no|no|cdisc
SDOGM|1|2|Westwood/1879|215--217||no|yes|cdisc
SDOGM|1|2|Williams/1860|244--245||no|no|other
SDOGM|2|1|Nash-Williams/1950|213, Plate XIX||yes|no|cdisc
SDOGM|2|1|RCHAMW/1925|358||yes|no|cdisc
SDOGW|1|1|Jackson/1953|187, 279||no|no|minor
SDOGW|1|1|Macalister/1922|212||no|no|cdisc
SDOGW|1|1|Macalister/1922a|32||no|no|cdisc
SDOGW|1|1|Macalister/1945|427--428||no|yes|cdisc
SDOGW|1|1|Nash-Williams/1950|213, Fig. 243||no|yes|cdisc
SDOGW|1|1|RCHAMW/1925|364||no|no|list
SDOGW|1|1|Rhys/1918|189||no|no|cdisc
SDOGW|1|1|RomillyAllen/1876|54--55||no|yes|cdisc
SDOGW|1|1|RomillyAllen/1896|300||no|no|list
SDOGW|1|1|Westwood/1879|106||no|yes|cdisc
SDOGW|1|2|Jackson/1953|279||no|no|other
SDOGW|1|2|Macalister/1922a|32||no|no|minor
SDOGW|1|2|Macalister/1945|427--428||no|yes|cdisc
SDOGW|1|2|Nash-Williams/1950|213, Fig. 243||no|yes|cdisc
SDOGW|1|2|Rhys/1918|189||no|no|minor
SDOGW|1|2|RomillyAllen/1876|54--55||no|yes|illus
SDOGW|1|2|RomillyAllen/1896|300||no|no|list
SDOGW|1|2|Westwood/1879|105--106||no|yes|cdisc
SEDRN|1|1|Macalister/1945|428||no|no|cdisc
SEDRN|1|1|Nash-Williams/1950|215, Plate LII, Fig. 244||yes|yes|cdisc
SEDRN|1|1|RCHAMW/1925|367||no|yes|cdisc
SEDRN|1|1|RomillyAllen/1883|263--264||no|yes|cdisc
SEDRN|1|1|RomillyAllen/1896|293, 303||no|no|list
SEDRN|2|1|Nash-Williams/1950|215, Plate LII, Fig. 245||yes|yes|cdisc
SEDRN|2|1|RomillyAllen/1896|293, 303||no|no|list
SEIRK|1|1|Macalister/1945|39||no|yes|cdisc
SENDL|1|1|Huebner/1876|5||no|yes|cdisc
SENDL|1|1|Macalister/1945|456--457||no|yes|cdisc
SENDL|1|1|Okasha/1993|232--235||yes|no|cdisc
SENDL|1|1|Thomas/1994|263--264||no|yes|cdisc
SFORD|1|1|Macalister/1949|121--122||no|yes|cdisc
SFORD|1|1|Petrie/1878|72, pl. XXXVIII, 79||no|yes|cdisc
SHANK|1|1|McManus/1991|75--76||no|no|cdisc
SHILL|1|1|Macalister/1945|464--465||no|yes|cdisc
SHILL|1|1|Okasha/1993|264--266||yes|no|cdisc
SHILL|1|1|Thomas/1994|278, Figs. 17.15, 17.17||no|yes|cdisc
SHLRY|1|1|Huebner/1876|2||no|yes|cdisc
SHLRY|1|1|Macalister/1945|460--461||no|yes|cdisc
SHLRY|1|1|Okasha/1993|236--238||yes|no|cdisc
SHLRY|1|1|Thomas/1994|289--290, Fig. 17.12||no|yes|cdisc
SHNKL|1|1|Macalister/1949|110, pl. XLIV||no|yes|cdisc
SILCH|1|1|Macalister/1945|473--475||yes|no|cdisc
SISHM|1|1|Edwards/1986|23|no|no||other
SISHM|1|1|Evans/1907|63--65|yes|yes||illus
SISHM|1|1|Jackson/1953|325, 512, 521, 645|no|no||cdisc
SISHM|1|1|Macalister/1945|358--359|yes|no||sdisc
SISHM|1|1|Nash-Williams/1950|119--120|yes|yes||cdisc
SISHM|1|1|Rhys/1877|141|no|no||minor
SISHM|1|1|Rhys/1907|66-75|yes|no||sdisc
SISHM|1|1|Thomas/1994|95|no|no||other
SISHM|1|1|Westwood/1879|85|yes|no||cdisc
SISHM|1|1|White/1971-72|46-51|no|no||other
SISHM|1|2|Macalister/1945|358--359||no|yes|minor
SISHM|1|2|McManus/1991|173||no|no|minor
SISHM|2|1|Evans/1907|63--65|yes|yes||illus
SISHM|2|1|Jackson/1953|312, 325, 369, 521|no|no||cdisc
SISHM|2|1|Macalister/1945|379|yes|no||sdisc
SISHM|2|1|Nash-Williams/1950|120|Plate XI, fig 131|yes||cdisc
SISHM|2|1|Rhys/1907|66-75|yes|no||sdisc
SISML|1|1|Edwards/forthcoming|n/a||yes|no|cdisc
SISML|1|1|RCAHMW/1925|373--374||no|yes|cdisc
SJUST|1|1|Macalister/1945|461--462||no|yes|cdisc
SJUST|1|1|Okasha/1993|243--245||yes|no|cdisc
SJUST|1|1|Thomas/1994|286--287, Fig. 17.10||no|yes|cdisc
SLIAN|1|1|Huebner/1876|41||no|yes|list
SLIAN|1|1|Jackson/1953|364, note 1||no|no|cdisc
SLIAN|1|1|Macalister/1922|214||no|no|cdisc
SLIAN|1|1|Macalister/1928|295--96||no|yes|other
SLIAN|1|1|Macalister/1945|339--340||no|yes|cdisc
SLIAN|1|1|Nash-Williams/1950|104, Plate IX, fig. 102||yes|yes|cdisc
SLIAN|1|1|Rhys/1873|4||no|no|other
SLIAN|1|1|Westwood/1879|137, Plate LXVI, Fig. 1||no|yes|cdisc
SNCL1|1|1|Macalister/1945|429--430||no|yes|cdisc
SNCL1|1|1|Nash-Williams/1950|217, Fig. 250||no|yes|cdisc
SNCL1|1|1|RCHAMW/1925|379--380||no|yes|cdisc
SNCL1|1|1|Rhys/1898a|55--59||no|yes|cdisc
SNCL1|2|1|Macalister/1945|429--430||no|yes|cdisc
SNCL1|2|1|Nash-Williams/1950|217, Fig. 249||no|yes|cdisc
SNCL1|2|1|RCHAMW/1925|379--380||yes|yes|cdisc
SNCL1|2|1|Rhys/1898a|59||no|yes|cdisc
SNCL2|1|1|Huebner/1876|35||no|no|
SNCL2|1|1|Jackson/1953|273||no|no|other
SNCL2|1|1|Macalister/1945|428--429||no|yes|cdisc
SNCL2|1|1|Nash-Williams/1950|217, Fig. 251||no|yes|cdisc
SNCL2|1|1|RCHAMW/1925|379||yes|yes|list
SNCL2|1|1|Rhys/1873|6||no|no|cdisc
SNCL2|1|1|Rhys/1905|85--86||no|no|sdisc
SNCL2|1|1|RomillyAllen/1896|302||no|no|list
SNCL2|1|1|Westwood/1856|49--50||no|yes|cdisc
SNCL2|1|1|Westwood/1879|126--127||no|yes|cdisc
SOURT|1|1|Macalister/1945|470--471||no|yes|cdisc
SOURT|1|1|Okasha/1993|260--262||yes|no|cdisc
SOURT|1|1|Thomas/1994|281, Fig. 17.17||no|yes|cdisc
SPOLE|1|1|Huebner/1876|34||no|yes|list
SPOLE|1|1|Jackson/1953|626||no|no|other
SPOLE|1|1|Jones/1862|142||no|no|list
SPOLE|1|1|Macalister/1945|431--432||no|yes|cdisc
SPOLE|1|1|Nash-Williams/1950|217||no|no|cdisc
SPOLE|1|1|RCHAMW/1925|388||no|no|list
SPOLE|1|1|Rhys/1873|6||no|no|minor
SPOLE|1|1|RomillyAllen/1896|301||no|no|list
SPOLE|1|1|Westwood/1879|110||no|yes|cdisc
SPTTL|1|1|Anon/1883|339||no|no|minor
SPTTL|1|1|Anon/1898|281||no|no|minor
SPTTL|1|1|Huebner/1876|35||no|no|list
SPTTL|1|1|Jackson/1953|188, 512||no|no|other
SPTTL|1|1|Macalister/1922a|32||no|no|cdisc
SPTTL|1|1|Macalister/1928|302||no|no|minor
SPTTL|1|1|Macalister/1945|430--431||no|yes|cdisc
SPTTL|1|1|Nash-Williams/1950|217, Fig. 252||yes|yes|cdisc
SPTTL|1|1|RCHAMW/1925|385||no|no|list
SPTTL|1|1|Rhys/1897|330--331||no|no|cdisc
SPTTL|1|1|Rhys/1905|34||no|no|cdisc
SPTTL|1|1|Rhys/1918|188--189||no|no|cdisc
SPTTL|1|1|RomillyAllen/1896|302||no|no|list
SPTTL|1|1|Thomas/1994|95||no|no|other
SPTTL|1|1|Westwood/1879|109||no|yes|cdisc
STISL|1|1|Macalister/1945|302--303||no|yes|cdisc
STKEW|1|1|Macalister/1945|462||no|yes|cdisc
STKEW|1|1|Okasha/1993|248--250||yes|no|cdisc
STKEW|1|1|Thomas/1994|240--241, 294||yes|yes|cdisc
STKEW|1|2|Macalister/1945|462||no|yes|cdisc
STKEW|1|2|Okasha/1993|248--250||no|no|cdisc
STKEW|1|2|Thomas/1994|240--241, 294||yes|yes|cdisc
STNTN|1|1|Anon/1922|434||no|no|minor
STNTN|1|1|Macalister/1922a|33--32||no|no|minor
STNTN|1|1|Macalister/1945|432--433||no|yes|cdisc
STNTN|1|1|Nash-Williams/1950|217--219||yes|yes|cdisc
STNTN|1|1|RCHAMW/1925|391||no|no|list
STNTN|1|1|Rhys/1881|218--219||no|no|cdisc
STNTN|1|1|Rhys/1918|190||no|no|minor
STNTN|1|1|RomillyAllen/1896|300||no|no|list
STNTN|1|1|Thomas/1994|73--74||no|no|cdisc
STNTN|1|1|Westwood/1880|293--294||no|yes|cdisc
STNTN|1|2|Anon/1922|434||yes|no|minor
STNTN|1|2|Macalister/1922a|32--33||no|no|cdisc
STNTN|1|2|Macalister/1945|432--433||no|yes|cdisc
STNTN|1|2|Nash-Williams/1950|219||yes|yes|cdisc
STNTN|1|2|Rhys/1881|217--219||no|no|cdisc
STNTN|1|2|Rhys/1918|390--391||no|no|cdisc
STNTN|1|2|RomillyAllen/1896|300||no|no|list
STNTN|1|2|Thomas/1994|73--74||no|no|cdisc
STWFD|1|1|Huebner/1876|11||no|yes|cdisc
STWFD|1|1|Macalister/1949|187, Plate LXII (1061)||no|yes|cdisc
STWFD|1|1|Okasha/1993|268--270||yes|no|cdisc
STWFD|1|1|Thomas/1994|290, 317||no|no|cdisc
SVNSS|1|1|Anon/1886|41||no|yes|cdisc
SVNSS|1|1|Anon/1920|374||no|no|minor
SVNSS|1|1|Huebner/1876|28||no|yes|list
SVNSS|1|1|Macalister/1930|423||no|no|cdisc
SVNSS|1|1|Macalister/1945|379, fig. on 375||no|yes|cdisc
SVNSS|1|1|Nash-Williams/1950|166, pl. XII, fig. 179||yes|yes|cdisc
SVNSS|1|1|RCHAMW/1976|36, pl. 1||yes|no|cdisc
SVNSS|1|1|Rhys/1873|8||no|no|minor
SVNSS|1|1|Rhys/1874|332||no|no|cdisc
SVNSS|1|1|Westwood/1865|62--63||no|no|cdisc
SVNSS|1|1|Westwood/1879|6--7, pl. II, 3||no|yes|cdisc
TALYB|1|1|Lhwyd/1910|91||no|yes|other
TALYB|1|1|Macalister/1949|139||no|no|cdisc
TALYB|1|1|Nash-Williams/1950|81||no|yes|cdisc
TAWNA|1|1|Macalister/1945|437--438||no|yes|cdisc
TAWNA|1|1|Okasha/1993|288--290||yes|no|cdisc
TBYAN|1|1|Macalister/1945|441||no|yes|cdisc
TBYAN|1|1|Okasha/1993|296--297||no|no|cdisc
TBYAN|1|1|Thomas/1994|328||no|no|minor
TCKML|1|1|Okasha/1993|317||no|no|cdisc
TCKML|1|1|Thomas/1967a|162||no|no|cdisc
TCROM|1|1|Okasha/1993|302||no|no|cdisc
TCROM|1|1|Thomas/1994|289, 330||no|no|minor
TCSTL|1|1|Macalister/1945|326||no|yes|cdisc
TCSTL|1|1|Nash-Williams/1950|82, Plate 1, Fig.57||yes|yes|cdisc
TCSTL|1|1|Robinson/1878|222--223||no|yes|sdisc
TCSTL|1|1|Westwood/1876|76--77, Plate XLII, Fig. 4||no|yes|cdisc
TCSTL|1|2|Macalister/1945|326||no|yes|cdisc
TCSTL|1|2|Nash-Williams/1950|81||yes|yes|cdisc
TEMAN|1|1|Macalister/1945|79--80||no|yes|cdisc
TEMAN|1|1|McManus/1991|80||no|no|cdisc
TEMAN|1|1|Power/etal/1992|125||no|no|list
TEMAN|1|1|Ziegler/1994|235, 258||no|no|cdisc
TERMY|1|1|Macalister/1945|234--235||yes|yes|cdisc
TERMY|1|1|McManus/1991|79||no|no|other
TERMY|1|1|OSullivan/Sheehan/1996|313, 315, fig. 206||no|yes|cdisc
TERMY|1|1|Ziegler/1994|208, 249, 272||no|no|cdisc
TFEIC|1|1|Macalister/1949|32--33, Plate VIII||no|yes|cdisc
TFLYS|1|1|Macalister/1945|373||no|yes|sdisc
TFLYS|1|1|Nash-Williams/1950|93, Plate III, Fig. 86||yes|yes|cdisc
TFLYS|1|1|Rhys/1907|93--96||yes|yes|sdisc
TFLYS|1|1|RomillyAllen/1905|70--71||no|yes|read
TGARN|1|1|Jackson/1953|386, 598, 611, 621||no|no|cdisc
TGARN|1|1|Macalister/1949|141, Plate LII||no|yes|list
TGARN|1|1|Nash-Williams/1950|104--106, Plate XVII||yes|yes|cdisc
TGARN|1|1|Westwood/1879|143, Plate LXIX, LXXI||no|yes|cdisc
TGARN|2|1|Huebner/1876|42||no|yes|list
TGARN|2|1|Macalister/1945|340--341||no|yes|cdisc
TGARN|2|1|Nash-Williams/1950|104, Plate X, Fig. 104||yes|yes|cdisc
TGARN|2|1|Westwood/1876|144||no|yes|cdisc
TGENE|1|1|Higgins/1987|288||yes|yes|
TGENE|1|1|Macalister/1949|5||no|no|cdisc
TGENE|2|1|Higgins/1987|383, Fig. 99, Pl. 50A||yes|yes|cdisc
TGENE|2|1|Macalister/1945|5||no|yes|minor
TGONY|1|1|Huebner/1876|4||no|yes|cdisc
TGONY|1|1|Macalister/1945|438--439||no|yes|cdisc
TGONY|1|1|Okasha/1993|299--301||yes|no|cdisc
TGONY|1|1|Thomas/1994|283--284, Fig. 17.15||no|yes|cdisc
THILL|1|1|Thomas/1994|288--289, 330||no|no|cdisc
THOTO|1|1|McManus/1991|73--75, Plate 3||yes|no|minor
TIHIL|1|1|Macalister/1949|42, Plate XXXVII||no|yes|
TIHIL|2|1|Macalister/1949|42||no|no|minor
TINAH|1|1|Macalister/1945|249--251||no|yes|cdisc
TINAH|1|2|Macalister/1945|249--251||no|yes|cdisc
TINAH|1|2|McManus/1991|80, 95||no|no|cdisc
TINAH|2|1|Macalister/1945|250--251||no|yes|cdisc
TINAH|2|1|McManus/1991|79--80, 92--93, 96||no|no|cdisc
TIRPH|1|1|Anon/1901|57||no|yes|cdisc
TIRPH|1|1|Fox/1939|35||yes|no|other
TIRPH|1|1|Hubner/1876|21||no|yes|list
TIRPH|1|1|Jones/1862|221--223||no|yes|cdisc
TIRPH|1|1|Macalister/1945|380||no|yes|cdisc
TIRPH|1|1|Nash-Williams/1950|166, pl. XIV, fig. 180||yes|yes|cdisc
TIRPH|1|1|RCHAMW/1976|36, pl. 2||yes|no|cdisc
TIRPH|1|1|Rhys/1873|9||no|no|list
TIRPH|1|1|Stephens/1862|130--134||no|no|sdisc
TIRPH|1|1|Westwood/1876|34--35, pl. XXIV||no|yes|cdisc
TIRPH|1|2|Anon/1933|375||no|no|cdisc
TIRPH|1|2|Jones/1862|220||no|no|cdisc
TIRPH|1|2|Macalister/1945|382||no|yes|cdisc
TIRPH|1|2|RCHAMW/1976|36||no|no|cdisc
TISAR|1|1|Macalister/1949|78, Plate XLII||no|yes|
TLGMO|1|1|Macalister/1945|124--126||no|yes|sdisc
TLGMO|1|1|McManus/1991|61||no|no|cdisc
TMINE|1|1|Gippert/Web|Ogham 17||yes|no|sdisc
TMINE|1|1|Macalister/1945|20||no|yes|cdisc
TMOUN|1|1|Macalister/1945|304||no|yes|cdisc
TMOUN|1|1|Ziegler/1994|214||no|no|other
TNTGL|1|1|Langdon/1896|367||no|yes|cdisc
TNTGL|1|1|Macalister/1949|187, Plate LXI (1060)||no|yes|cdisc
TNTGL|1|1|Okasha/1993|291--294||yes|no|cdisc
TNTGL|1|2|Langdon/1896|368||no|yes|cdisc
TNTGL|1|2|Macalister/1949|187, Plate LXI (1060)||no|yes|cdisc
TNTGL|1|2|Okasha/1993|291--294||yes|no|cdisc
TNTIS|1|1|deBruxelles/1998|5||yes|yes|cdisc
TNTIS|1|1|Morris/1998|86--87||yes|no|cdisc
TNTIS|1|1|Morris/1999|7--9||no|yes|cdisc
TNTIS|1|2|Morris/1998|86||yes|no|cdisc
TNTIS|1|2|Morris/1999|7, 9||no|yes|cdisc
TOOCU|1|1|Macalister/1945|290--291||no|yes|cdisc
TOOCU|1|1|Ziegler/1994|169||no|no|other
TOURP|1|1|Macalister/1949|100, Plate XLIV||no|yes|cdisc
TOURP|2|1|Macalister/1949|100, Plate XLIV||no|yes|cdisc
TOURP|3|1|Macalister/1949|100, Plate XLIV||no|yes|cdisc
TOURP|4|1|Macalister/1949|100, Plate XLV||no|yes|cdisc
TOURP|5|1|Macalister/1949|101||no|no|minor
TOURP|6|1|Macalister/1949|101, Plate XLIV||no|yes|cdisc
TOURP|7|1|Macalister/1949|101||no|no|minor
TOURP|8|1|Macalister/1949|101||no|no|cdisc
TOURP|8|1|Moloney/1964|99--101||yes|no|sdisc
TOURP|9|1|Lionard/1961|104, Fig. 3.3||no|yes|minor
TOURP|9|1|Macalister/1949|213||no|no|list
TOURP|9|1|Moloney/1964|105||yes|no|illus
TOURP|10|1|Macalister/1949|213||no|no|list
TOURP|11|1|Macalister/1949|213||no|no|list
TOURP|12|1|Macalister/1949|213||no|no|list
TOURP|13|1|Macalister/1949|213||no|no|list
TOURP|14|1|Macalister/1949|213||no|no|list
TOURP|15|1|Macalister/1949|213||no|no|list
TOURP|16|1|Macalister/1949|213||no|no|list
TOURP|17|1|Macalister/1949|213||no|no|list
TOURP|18|1|Macalister/1949|213||no|no|list
TOURP|19|1|Macalister/1949|213||no|no|list
TOURP|20|1|Macalister/1949|213||no|no|list
TOURP|21|1|Macalister/1949|213||no|no|list
TOURP|22|1|Macalister/1949|213||no|no|list
TOURP|23|1|Lionard/1961|104, Fig. 3.2||no|yes|minor
TOURP|23|1|Macalister/1949|213||no|no|cdisc
TOURP|23|1|Moloney/1964|102||yes|no|cdisc
TOURP|24|1|Macalister/1949|213||no|no|list
TOURP|25|1|Macalister/1949|213||no|no|list
TOURP|26|1|Macalister/1949|213||no|no|list
TOURP|27|1|Macalister/1949|213||no|no|list
TOURP|28|1|Macalister/1949|213||no|no|list
TOURP|29|1|Macalister/1949|213||no|no|list
